text,true_label,predicted_label,confidence
Song Nahi ye ye to tufaaan hai trailer dekhne ke baad dharti Nikal gyi zmin se aisaa feel hua who's agree ?,happy,neutral,0.57929707
One day you will make video and say Dosto aaj mein apko youtube k sub k bary channel Reality TV k bary mein batau ga In Sha Allah One Day,happy,neutral,0.57817584
": Dad : Bajne wale hai, news channel laga. Me :",neutral,happy,0.5781494
"Ye kya double double khel rhe ho? Kabhi intervention chahiye kabhi nahi chahiye? Decide krlo! The order is wrong, yes toh abhi court kya kare?",neutral,anger,0.57775736
Hindustan ko hisso me baat dia gya hai .Ameer .Gareeb Lockdown4,sad,neutral,0.57744664
Abhi to majboori hai kar bhi kya sakte hai koi option hai kya ???. Mere yha noida ne bahut crowd hai yha cases ka sar dekhna ap din bad,neutral,anger,0.5769738
Choron lutairon ki party ppp aur nun league hai bhai jan is liye kehte hain biryani ki plate pe vote na dia karain agar zyada muhabbat hai koi baat ni agli baar Inshallah ppp ki sindh mein koi jaga ni hai pura Pakistan Khan ko vote de ga siwai ap ke,neutral,anger,0.576855
Or jiney k liye kya tu mutton or chicken khilayega ??,neutral,anger,0.57683784
we are patriot spelling theek hain q k ap ka prime minister chai wala or army cheif b kisi hotal main kam krta hoga q k jab b koi goli chalti wo table k neechy chup jata,neutral,anger,0.5760735
: Pak establishment crore awam ko shikast denay me busy hai.,anger,neutral,0.575809
YouTube hang ho rehi Yo yo power,neutral,happy,0.57350534
"Koi khayega kya ..... Sach kehta hoon, isko to sabse pehle jegah milni chahiye ..ek baar ye shop open ho jaaye to aapko economy ka th pillar ka reaction milega , chaahe ispe tax kitna hi laga diya jaaye , many will thank you . Dil se . VocalForLocal lockdown PMModi",neutral,anger,0.5734789
Please lockdown khul wa digea kyo ki koie fayada nahi Hai jab din roti nahi mila ga to paata lag jaya ga lockdown ka matlab,sad,fear,0.57292527
Galat nahi bahut hi galat hai.govt ko in logo k khilaaf action lena chahiye,anger,neutral,0.57288176
Abhi to party shuru hui h.. Yeh log kuch dinon tak ek doosre pe ilzam lgain ge. Hamara leader NS zindabad,happy,neutral,0.5719235
Shahzad Akbar told the media that Khusro Bakhtiyaar ka koi share nhii hai sugar mill Mai.. iska Bhai own krtaa hai. Aur wo Bhai politics mai nhii hai,neutral,anger,0.5712094
Sapno ke marjane ka matlab suicide nahi ho sakta,sad,neutral,0.56843954
Wah Allah talla ne tu hamare liye etne chezen de hn ham tu kabi dekhe nahi ham sruf dekte hn duseroon mol koon ke ketne kubcurat hn lekin hara mol be kuch kam nahi bahi mare app se dua h k app hame sha kuch Aur kamayab raho thank's for upload videos,neutral,sad,0.5682911
Sir inka video viral hoo gaya tou inko help mil gayi bakiyoun ka kya???,fear,neutral,0.56821674
"Bhai jo bhi kaho, discipline toh hai bande mein. Roz roz twitter pe aake same topic pe pagal kutte ki tarah bhaukna without any result, bhai discipline chahiye iske liye. China has trained their dog really well, good job!",anger,happy,0.5681067
But wo department inke chelo ke under mein aata hai ji,anger,neutral,0.5678777
Politician ko bhi Fit Rahna Chahiye Ha ha ha ha,happy,neutral,0.56780595
BB ye abtak ki Sabse.mast video thi I want more same video,happy,neutral,0.5673087
Bhonkne wala kutta kat ta nahin.. Bhonkne do inko.. Inki jali hui hai kutto ki... You are the best SUDHIR SIR,anger,happy,0.56633455
Ha shuruwat u mean start kia sidhearts ne rashmi ke against video banya bb month ho gaya over hoke phir uss account pe post kia jo shukla follow karata hai phir start tab bhi nahi kia tab start huya jab shukla ne o like kia bb over hokemonth huya rashmi is busy ungli ki,neutral,anger,0.56603867
Please help me sir mujhy abi tak maseg received nahi howa im remsha kanwal my cnic no my contact number please help kro,sad,neutral,0.5653125
The ending well... dog thing and all good but hathoda tyagi character being a dog lover and thoda kuch aur hona chaiye tha... and then lot more was there.. Par u know what why bother... Good for her she produced a damn good series. Le li tum sabki na lete hue bhi.,anger,happy,0.565002
"Tum bhi kisi aisi e line mei lagi hogi jo tumain ""shock"" charha hua hai market jany ka",neutral,anger,0.56352127
ye buhat common story hai hazaron aurtain struggle kar k buhat kuch ban gai hn stay blessed,neutral,happy,0.5630537
Bhayi me b blcked hu kya isse. Wait,neutral,surprise,0.5622873
Filhai kon kitna jala yeh to tere reply bta rahe hai,neutral,anger,0.56215096
Mene to use defend v nhi kiya .....mera bhai strong hai...and jesa hai tujh se better hai...okk...and now pls shout up your mouth,anger,neutral,0.56189114
Yr is mbl ek msla h wo ye k hang bht hota h zada app bardsht nh krta or hang hone lag Jata h Baqi all feature kmaaal h cam results amazing internet speed h baqi ap logo ki mrzi h ab,neutral,happy,0.5603017
": Haha, mera b yehe guess tha.. Q k ese area m ye tycoons apne marzi k ee banday lagwatay.",neutral,happy,0.56016076
: Tum Log Sochty Hogy K Yr Ye Ksy Log Hyn Inko To Attention He Ni Milti Koi Fav Bhi Ni Krta Ink Tweets Py Ary Bhae Attention,neutral,anger,0.5599793
Hang mat hona youTube,fear,neutral,0.5590386
jo log nice song nice song bol rahey hain wo log zara is song ki wording ko b zara gaur se sun len ...qismat badal gai jag badal gaya rab badal gaya...Rub God ko badal gaya bol raha hay ..NAAOZUBILLAH......bs apney yaar ko bol raha hay bs tu badal na javien....shame on us...ab faisla karo k ye song ab sunanana hay ya nai???,sad,happy,0.55892515
Ap sb ne ek baat notice ni ki kia hy wo socho song ko dubara dekho bohet bari mistake hy challange for all of you. i am waiting,neutral,happy,0.5586723
"Now every other rapper is like, ab hum kya karenge?",neutral,happy,0.55775744
"Jab tak Imran Khan PM hein tab tak koi Andha-dhund Ghareeb ko loot nahi sakta, Shahbaz Gill on YouTube",neutral,anger,0.55703086
culprit ka naam likh detay tou acha hota.. not asking your opinion.. atleast you can quote name which Uzma is referring to.. pata nai naam leti jaan jati hai saray sahafiyun ki.,anger,neutral,0.5568778
Middle class log kya karien,fear,neutral,0.5560189
Optimistics bhai apny nam ka he khayal krly negativity k elawa khuch aata hai,neutral,sad,0.5556718
bas enjoying lockdown aur option kya hain,happy,neutral,0.5552894
Is Ramzan main pehly bar jeeto Pakistan dekha Q k aj waseem badami Bhai or Iqrar bhai ny ana sb sy best episode aj ki aj waseem badami Bhai ny jeeto Pakistan main nai chand laga diya.,happy,anger,0.55376667
Ye nutritional drinks ka advertisement tha kya,anger,neutral,0.55358267
Lockdown4 PMModi lockdownindia Modi ji pehle plot banate hai phir dheere dheere climax pe aate hai ! Kash Humare kuch bollywood director kuch sikhe inse !,surprise,neutral,0.5523455
Guys ye baatein batayi nahi jati nazar lag jati hai,happy,neutral,0.5519507
Rozay main itna soch k calories burn hon gi.,happy,neutral,0.5519185
Sir Tiwari ki please Ap hum bihario ki aad lena band kro hume dekha hai es lockdown m apne delhi s kitne Migrant ko unke ghr pohchaya hai,anger,neutral,0.55189925
"Ghar me band majburi me huye the, magar ab mazaa aa raha hai. nakli_shayar shivam_verma lockdown Lockdownextention",happy,sad,0.55162823
I do not know if this information is right... but what is true is that itne saalon se RamMandir issue ko votebank aur Politics ki wajh se kheecha ja ra tha... Finally the truth has prevailed and the final SC verdict on RamJanmabhoomi has been proven right. RamMandirExisted,neutral,anger,0.55130464
: She : Hello kesy hoo tum ? Me : Lagta hai balance khtam hogya hai.,neutral,happy,0.5506639
Delhi ke kisi bhi area mein follow nhi ho rha lockdown,neutral,fear,0.550363
Wo singer hein... shehnaaz as a model hein iske andar...n jitna ho sakta hein kar rahi hein.n song aane do..she vl Promote more. N rest hum log hein na promotion ke liye.. aise thi sid ne bhi sana se kam Promote kara..ab jassi kar raha hein..rest hum log hein na..,neutral,anger,0.54905903
Ghar par bache parents sab hai isliye ro rahe hai,happy,neutral,0.548647
chithi ay hai bhut Dino ke baad gaddaro ki yaad court ko ay hai,neutral,anger,0.54724115
Ye ghasib hokamraanou ka poraana tareeqa hai ... history kehti hai ... main ne bolda,neutral,anger,0.5456118
Ohh and wat about cargal war jo America ki panwo mi par Gaye ham bacho,neutral,anger,0.54547054
nice song and good looking sadgun vaa yar sargun mene socha bhi nhi tha ki tu kisi ko rula bhi sakti h,neutral,happy,0.54538995
Vhi to bola maine. Maharashtra me agr managing shi se hota to Punjab Bihar vagera me cases nhi badte..but vha ki govt pta nhi kay kar rhi. Testing imp hai but spreading ko control karne ke liye kuch steps to lo.,neutral,anger,0.5452482
line pe aa Gaye Na Sir Ham Har Qadam pe apke sath hain,happy,sad,0.54449135
Are fight is are fi..... Teri maa kaa,anger,neutral,0.5443267
"""Hum jab kush hote hai to hasste hai, dukhi hote hai to rote hai"" Badiya hai yaar sahi emotions hai aur laao.",neutral,anger,0.5437976
Chalo plane crash se kuch terrorists toh maare gae.,anger,neutral,0.5419883
WelcomeBack Yo Yo. Gana zabardast hai. Sabh jagah share karo aur viral kardo.,neutral,happy,0.54151165
AOA IMRAN KHAN SHB IMRAN KHAN SHB KHUDA KHA WASTI HAM NANE MUNE BACHO PR REHAM KHA KE HAME PROMOTE KRDE PLZZ DEKHE RAMZAN KHA MAHINA OR HAM APKO HAMESHA APNI DUIO MA YAD RAKHTE HA PLZZ HAME PROMOTE KRDE IA MA BA AP WAZARE AZAMH HOGHE Shafqatmehmood,neutral,anger,0.53987145
"heard this son when i was instantly pledged my soul to it. this live version was the last song sung by Mukesh &amp; the song was his st one !! &amp; best version. DIL JALTA HAI TU JALNE DE. it helped endure heartbreaks, rejections &amp; lost battles",neutral,happy,0.5396815
: Logo ka Aadhar card hota hai Mere dost ka Udhar card hai,happy,neutral,0.53929526
ARYNewsUrdu Channel hai ya Political Party ka Page? ARYNews ARYLanat WeWillExposeARY ARYNews,anger,neutral,0.53891844
Adnan bhai main to a3 use kwrte howe months hogai hain kafi axha hai,happy,neutral,0.5383806
"Most if the people says, Dubai bhooot piyara hay, bhoot khiubsorat hay. No doubt vo bhooot khoubsorat ho ga, lkn sab sy pehlay apna mulk to dekho, yhan par Allah ke tarf sy gifted cheezien hain hmary pass. Bhoooooooot khoubsorti hay pakistan mn. Allah tala hmary mulk ko salamat rakhy. Ameen",neutral,anger,0.5377912
Bohot achi baat hai Bhai yaseenabad mei month se paani nhi aya tanker dalwa dalwa kr budget out ho raha hai.,neutral,happy,0.5376592
Icu me kab arhi ho ap Lnjp me apka intezar ho rha hai madam,neutral,anger,0.5361423
"ShamemanojitMandal(TMC leader) just now you said on News nation. there are total Zila in West bengal &amp; usmai agar ek do jagah danga ho gaya to kya hua. OMG, are you out of your mind, how can you support this.",surprise,anger,0.5349063
Friend plz mujhy batey k jab iska dispay NH hota ha tb JB hum koi bhi button press krte ha tu phlye keypad pay light on hoti hai phr kuch seconds ma lcd ki Kya AP k sath bhi esi ha plz replyyyyyy plzzz,neutral,fear,0.5344549
acha to ye baat magar in lootmaroooo k pass ye option b to nhi tha,anger,neutral,0.53445166
Abe kallu usa ka economy air india ka economy pta be hai tujhe,anger,neutral,0.53406984
Yrr ik everyone is doing this but is tweet ka matlab yehi hai k bhae judging someone is not a option haan ap social media use kr rahay ho apna opinion do and apny tak rakho na k doosro ko change krne k lie yai bolny lag jao k yai aisa bol raha aise nahi aisa hona chahye,neutral,anger,0.5333347
expectations ko system k hisab se manage krein..system abhi change ni hua... na PM na PTI itni strong hai..its a fact.. but to say IK or NS me koi farq is so so unfair!!!!,neutral,sad,0.53304946
Ye video apki sb s best video h... I'm too impressed,happy,surprise,0.5330143
": months se PEF ko payments jaari ni hoi , Log bhook se mar rahe , es bare mn kia kheyal hay ap ka?? PEF_F",neutral,anger,0.5323848
Noo dushman hath nii milate dur rehte hai karan dhillon jii,neutral,anger,0.53127253
Bhut zbrds mobile hai . Me saudia me hun. Or yahen se lea hai. reyal ka.\r\nMe se huawei use kar raha hu. Ksm se jo maza is me hai kisi me nhi me ne sab use kr k dekhey hain.\r\nKisi ko kuch pochna ho to.\r\n8 just text plz.,neutral,happy,0.5312232
Aab kya plane ki jagah Dubai truck bhej dai govt passengers ko lanay.,neutral,anger,0.5309448
I don't know what the hell is going on. Phly online classes ka drama or ab online papers b. Serf is bat ka answer dyan k kiya hmra education system itna strong hai...? HEC_PromoteToNextSemester,anger,neutral,0.5303628
jiska naam hi mazdoor ho wo online ticket kya book karega.... usko eticket ke liye bhi pata ni kitne paise dene padenge.,neutral,anger,0.5299449
: Mummy ye aap kya keh rahe hein?,surprise,neutral,0.529855
Ji aur ye millions of Muslims ki nasal kushi Hamari Punjabi foj ne kerwai,sad,neutral,0.52884
LOT WAITED FOR SEE HONEY SINGH SAAL BAAD BHAI AYA HAI,neutral,sad,0.5288114
Maryam qatri k purse mein hain,anger,neutral,0.52849346
: absolutly right ....ye to hona hi tha..aaj bhi me agar hanuman chalisha lag,neutral,happy,0.5274934
"Duhai hai duhai hai. Mere nal zulam ty Allah di narazgi, Hayee sitam Mere haq ty beh gye oo Mje haq chahiye mera Mje insaaf chahiye Zulam kama re oo",sad,anger,0.5266946
Ap Bas afghanion ka wait kar rahey ho. History may jo bhi muslims ney kia hey wo Afghan sey hi howa hey. Phir uspar apna naam laga dena,anger,neutral,0.52639323
"Sir Main or mere mumy papa delhi se sriganganagar jana chahte h..Mumy papa sugar, bp patient h or waha hamara house h, delhi shift hue sal hue h. Main parents ko lekr koi risk nai lena chahta So plz help me.",neutral,fear,0.5260514
me account bnaya tha aur chlana suru liye woh account suspend bhi ho gya hai,sad,anger,0.5258107
kg gehu aur kg rise me pahle month kha kar dikhao uske baad rupaye aap dena.... Jitna humare sath karna hai kar lo aap. Hume kaise bhi karke is mushibat se nikal jayenge par aap agli baar nhi aaoge,neutral,anger,0.52532977
Hum bhi to be rozgaar ho gye hn kaam band ha kia kary,anger,neutral,0.52452195
He is one of the most knowledgeable leaders Atleast way more smarter than supreme commander . Problem is yahan samjhdar ke value nahi,sad,neutral,0.5239878
bataiye sir hum kis ke pass jay aap ko tho koi pareshani nahi hum se pucho school ki fees bharni hai books lani hai khana bhi chaiye bacho ko or kaam tho kar nahi sakte lockdown hai modi ji ki baat maan kar ghar main baithe hai kaha se lay rashan,fear,anger,0.52351004
Aur Kya jeans laal peela rang ki Lani h tuna,neutral,anger,0.5234889
ek or kia ha samandar wala b logo ko confuse kar dia mn ne yayy,neutral,anger,0.5234662
Veri nice Mgr sir app apne mulk Pakistan ki hairat angaiz malumat duniyan ko q nhi dete yahan bhi to unbelievable log or unbelievable hadsaat hote hen u know about,neutral,happy,0.5233665
Bc abhi hin youtube hang ho gaya,anger,neutral,0.5226124
Ji ya btao ki middle class vale ko kya milege ya Kuch nahi hum sirf tax he pay karte rahe,anger,neutral,0.5224841
Wahi mai bol rha tha usko kaafi log shehnaazi aur sidnaazi wale support kar reh hain jo bahut galt baat hai isse rapists ko encouragement mil ti hai,neutral,anger,0.52119595
Nadeem bhai yae harmra hero hey slove this problem Lala je.Thanks advance because i know app ko kah dia to javed ke problem slove ho jay are true man.,happy,neutral,0.52109164
Faiza aaj hme kyu bhuli hui ho,sad,anger,0.5209469
Wtf bro wuhan to hai hi nahi ?,anger,neutral,0.5197386
Apke apne kuch view h ya bs Rahul Gandhi ko india k upr impose krne m apna time or politics khrab krne ka hi decide kr lia h,neutral,anger,0.5184123
BilawalBhuttoTheLeader Lockdown main Narmi hoti hai tou cases barte hai.,neutral,anger,0.5182663
"Sab colleges ne hr subject ka baar test le liya h,Assignments bhi le liya h,To kya uss basis pa promote nhi kiya ja skta?Agar nhi kiya ja skta to ko ghr p hi spko assignment bhjne chaiye jo students complete krke limited time m submit kr ske or marks obtain kr ske",neutral,anger,0.51823366
Liquor shop khol k ese he dikkat badha di hai aapne... Lockdown hata k logo ko marne ka plan bana rahe kya??,neutral,anger,0.51795614
: HoldPPP_Dogs PPP ki saal se sindhi mey hakomat hey or sindhi ka eik saal ka health ka budget arab hey or aaj,anger,neutral,0.5172634
Sir Ramparak extension Loni gaziyabad me saam baje se bijli ka kuch pata nhi he garmi se calony me sabhi logo ka bura hal he please kuch kare,sad,fear,0.5160109
LoL... Abhi recently Mumbai Delhi mn kia hoa rha tha,happy,neutral,0.5155204
islam and islam phobia kahan se aa gaya beech me? gaali kis ne di?,neutral,anger,0.5152108
sahib yeh kya hai abb Imran khan ka Wasim akram ...,neutral,anger,0.5139642
RIP other Rappers . Baap ageya unka,happy,sad,0.51320326
"sir apne shyd news me nhi dekha, jitna kam n help inhone govt me aate hi kia h, utna to saalo se bethe seat pr logo ne aadha kam b nhi kia, help kariye is bure halat me, bajaye opposition party ki kamiya nikale. Sb apni jagh apna kam krre h. Raghav Sir doing great",happy,anger,0.51243895
Mene aj hi Q mobile power pro buy kiya hai. Is ka weight b kam hai acha hai look me b bht acha hai slim sa set hai ek unique look dia hai typing k lia b bht acha hai. Is mobile ka software bht slow hai or securite keypad look nh lagta hai is set me or is set k speaker ache nh diye hain bht ghatya quality k speaker dia hain unhn ne jis bhai ya behan ko b lyna ho agr look or typing ki waja se lyna chahte hain tw zarror ln or jo fast mobile or ache speaker wala mb chahte hain tw wo bilkul b na buy krn wo log. JazakAllah.,neutral,happy,0.51211834
Sir yeh baat tehk hai naayat tehk hoti ho hai mgr apni galati ko b tu maany,anger,neutral,0.5120783
Insan se bra janwar koi nahin there is no difference between mashriq nd maghrib janwar jahan b ho janwar hi kehlayegha,anger,neutral,0.51175386
Ab tutega sabka record,happy,neutral,0.5107319
"yay... the king of rappers is back... hit like if u love the song... Badshah, Rafftar, Emiway sab ki chutti ho gyi...",happy,anger,0.5099743
MoneyHesit dekh k Professor ko Abu bna lenay waley Burgers ko Ertughral dekhnay se IdentityCrisis ka saamna hai. Logic.......,happy,neutral,0.5098894
Sir lanat is time india china pti N league pai Jab tak malik riaz ki fmily keh khilaaf action nahi hota,anger,neutral,0.50966215
Nahi janab mama otha daiti hai,neutral,anger,0.50833356
Lockdown laga hi kaha hai... Jo lockdown increase hoga... Middle class society me to koi dhyan ni deta... Sab log yuhi ghumte hai.. koi restrictions nahi hai... Strictly action le is locked down me.,neutral,sad,0.5082975
Ap ay insta py aadeez apko boor nhi hony dy gy AtifaslampleasepostonInstagram,happy,neutral,0.50807583
Confused tareeqe se yes kaha... Kyun k mein aap ko jaanti hi nhi... Larke.hain ya larki?,neutral,anger,0.5075299
AG TA RESULT DO.. Lockdown me result to aa hi skta hai .. ya aapse ye bhi nh hota .. kaamchor UPSSSC SE PUCHHO SAAL ME KYA KAAM KIYA..??,anger,neutral,0.50639284
"set is good but there is a big prob. QMobile has installed marshmallow that is Android but due to some problem the app assessibility does not support it. it never turns on for those apps who take system settings. in simple words, app lock does never work. even u can't lock dial pad. your toddlers can make a thousand calls if u give this set to them. ye bohat bara masla hai. no solution.",sad,neutral,0.50558704
Haa tu r kea log pata ni kea kea krty h Wight lose krny ka Lea tumhry tu khush hona chahya,neutral,anger,0.5050631
Strange luckily hamari taraf to kisi sehri ya iftari main bijli nahe gaee .. balky load-shedding ho he nahe rahe .,neutral,sad,0.50488156
Sir ji kya sach me hum delhi me lockdown me hai.,neutral,fear,0.50479084
: Guys Twitter ka mahaul bahut achha hai.Aaj Sid ka post bhi aaya h... To Khushi mnao. Ab to SidHearts ne SidharthShuk,neutral,happy,0.5045443
"And despite the infinite list of miseries, Bhutto still managed to survive.and will again contest elections.the great allama Iqbal in one of his verse says ,.""hune ku ju daam tu qabru ke tijarat krte""what else is trade of graves!",neutral,anger,0.5045041
Bhai activist ye b dekh.. Itni zada nafrat hay Muslims k liye indian hindus mein.. Or tooo yahan self claimed social activist bna phirta hay..,anger,neutral,0.50440156
SidHearts siddharth ... Sidarth ka addiction aisa hua hai ki koi Bollywood actors ko dekhne ka Man hi nahi karta because he did marvellous job in bb3 without script.. Miss u baby,neutral,happy,0.50391006
Well sometimes zyadti system k sath bhe hojati hai. This time its an actress Vs. someone who negotiated a plea deal with CJP in Open court. Would be insightful to see how the system deals with this one. As a common citizen I cant even imagine how that much power/money works.,neutral,anger,0.5038448
He's lying........is main koi doob tha nhi hai is ki waja me btata hoon.......yahan israel pr allah ta ala ne azaab laya tha azaab ye tha ke in ke upr pani he pani daal dia tha abhi bhi is dead sea ke niche un ko azaab ho rha he is lia he ye float hote hain......or Allah ta ala ne mna kia tha koi is ke andar na jae ab jo bhi jata he dead sea ke andar un ko to bas ab Allah he dekhen ge kyammat ke din......,neutral,anger,0.5036133
"Phir sahi hai. Koi hacker account me balance dekh k khud kuch paise rakh k chala jaega. ""Rakhle bahan, mujhse zayada tujhe zarort hai.""",happy,neutral,0.50259924
Ek taraf AIIMS ke director bol rahe hai ki June-July me coronavirus ke cases high hone wale hai aur dusri taraf govt. ne rail chalane ka faisala kar liya....aise kaise chalega lockdown,neutral,anger,0.50149167
dislikes why...kch logo ko free knowledge b hazam nii hotii sir hasham keep it up,anger,happy,0.5013875
: Raat ko kitchen mein jakr sochna :,neutral,happy,0.50084907
Balochistan me hamare village se kuch border ke qareeb BLA ke terrorists jo ke aye din India ki support se Pak army aur fc le hamle krte the. Unke khilaf operation chal raha hai aur takreeban terrorist mare ja chuke hai.,neutral,anger,0.50065017
Zeevsjihad sir ye jahil hai jihadi,anger,neutral,0.5006296
"Yeh he hona chahiye, jis jis ne bhee corruption ki ha, usko expose bhee hona chahiye aur saza b milni chahiye. Be it NS, SS or MNS or JKT.",neutral,anger,0.50038415
We are Muslim. We believe in Allah... I don't knw about Ghost. Lekin Allah ne Jinnat or insano ko paida farmaya hai.. But yeah bhoot Nahi hote.,neutral,anger,0.50033754
Mafias ke interests ka nuqsan Kiya.. Then they will not tolerate.. Imran khan kuch Der khare zarur rehna. If u want to be the part of history,neutral,anger,0.4996818
Yehi mera point hai tmhri kitaben parh kr hi qadianiat chori na unhun ne.. Bhtr hawale to wo dety hain ghr k baidhi hi hal bhtr bataty hain na mere bhai,neutral,anger,0.49863434
: Aap ki tarah dal badloo ni h.. Aap ek assembly ka election to jeet ni pati baat krti ho itni badi leader ke b,anger,neutral,0.49804583
": ISPR has a song.. for the opening of lockdown... yeh waqt nahi ghabrane ka, yeh jaan toh ani jaani hai... surreal https://",neutral,happy,0.4980132
He resembles Baluchis. Lagta hai kisi Baluch bhai bazurg na kaam dikhaya hai,anger,neutral,0.4968252
Tujha without condom donga tu Mera dick kharab ho jye ga ok I use pure made in Pakistan,anger,neutral,0.49662912
agar tum nust mein na howa tou nd option?,neutral,anger,0.49643847
So superb song dil ko lga sidha jaa kr Ksm sai so sweet story,happy,sad,0.49643025
Koun koun sochraha ha iss video ma kya comment type karu ki dusre se haatke laage. Just like me.,neutral,anger,0.4951974
DhamkiJihad latest version just launched... come on jihadis be a part of this... trending hai ye,neutral,anger,0.4944659
wese b sindh ki degree ki Punjab me koi value ni bara prhna prta bcho ko to Pakistan se bhr kia value ho do exams sindhio wese b naqal hi krni hoti h is bar zra r khul k kr lena,neutral,anger,0.49405238
"Bro it's not about gpd , tattred jeanz but it is about ki agar ek % bhi gdp giri hai toh crore ke uppar log unemployed ho chuke so ab corona toh saal tk nahi jaega acc to reports so jeena seekhna padega They need money and employment now rather than this lockdown or anything",neutral,anger,0.49335083
"Usne live me aake bola ki she wasn't promoting coz usko lgta tha itna hit nhi hoga...but Hit hua isiliye Sana ne Baad me kha ki song Ko support kro, or MV bhi aayegi. Isiliye hum saare hype create kar rhe the solo project ke liye. KehGayiSorry",happy,neutral,0.49297693
YouTube hung Ho gaya BC,anger,neutral,0.4929562
bhai aadmi h jaanwar tu.shame on u,anger,neutral,0.492954
Cartoon kisi ne nahi banaya Cartoono ke aaka ka Iska matlab Cartoon in zaheelon ka baap nahin hai Charlie heibdo,anger,neutral,0.49279472
Bhai ye apna ghar ka kitchen bhi donation ki raqam se chalay ga jaise Imran pagal chala raha hai,anger,neutral,0.4927924
Bhe kia badzubani ki or tm log batai gy kase zuban katni jo kod sirf personal hu sakty hy,neutral,anger,0.49235266
Relity Tv is very godd but sir ap sa kam ha ka ap pikistani whelling ka bAra ma ak video ba niaa,neutral,happy,0.49222404
Koi nahi milta hai bas Padne ko news milti hai,anger,neutral,0.49188513
Song is good honey but neha k jagah kisiko lete to bahut achha hota...bahut attitude hai wo...,neutral,happy,0.49186558
Bhai fun nhi ye toh unko bhi dekh ke achcha lagega kya maine sir galat kaha.,neutral,surprise,0.49152896
Bhaut bakar song tha.,anger,happy,0.49131343
"sb, mere khayal se G se F bhe Islamabad ma ata ha, waha aj tak koi nahe aya ke chalo en ke masail hal karden, jab vote lena tha tab roz phnchay hote the. Need extension on fateh jung road,journey tarnol to F is becoming hell due to trucks",anger,neutral,0.4910801
Apky mindroaster orf dj mubeen orf jareullaha or para nai kia kia ki munzaro m zalalt hum dak chuky hain zayada shoq hain usy tu kahtme nabowt times p jay mufi shaaa sab say kr ly waqar kunsa alam hy,sad,anger,0.49082696
Aag lagadega ye song billion views is waiting,happy,neutral,0.49077782
"Ab hame state by state dekhna hoga Kuch states se lockdown lift hoga Mha,Gujarat,delhi,tamil nadu, Me to nahi hatne wala lockdown Ye to pakka hai",neutral,fear,0.49071395
Omar qaid??? He should be hanged several times. Bastard!!!,anger,surprise,0.4905057
"""Main aur larkon jaisa nahi hoon, main aik different larka hoon who cares for you. No point in being here in a social setting full of perverts, let us go to my apartment and we'll discuss how men have failed women"".",neutral,anger,0.49011308
: kash twitter join nhi kya hota bas zindagi sakooon mn hoti(3),sad,neutral,0.48947868
Halka halka almond oil se massage kia jai,neutral,happy,0.4893107
To hum Mirza sb ko wohi Masih aur Mahdi mante hain. Pehle fatwa day daine aur phir us ko in halat par apply kar daine,neutral,anger,0.4891993
Weight wali line Bhai bhai bhai,neutral,happy,0.48807678
Acha bata diya thnku buss jao abb,neutral,anger,0.4878905
hang kar diya aate hi you tube,neutral,happy,0.48712534
To kya hwa English achi ati ha pm sab ko,neutral,anger,0.4858026
baqi choro ye dekho itni muhbbt hy logon ke dilon me ke mint pyar ki bten unky dil me utrti or wo bhi isski muhbbt me nichawarr krdete hen..yhi pyar ki bten baqiun se ghnty bhi krwa lo tou tb bhi kch ni mily ga jesa unka past rha...,neutral,anger,0.4857936
"Kyon kejriwal toh khila raha hai sabko, kahan se mar jayenge.",neutral,anger,0.485238
kia bool deay ho pandey g ...abhi bas wait kro operation zarb e brat ka,anger,neutral,0.4850408
"Train se hi ja rahe hain, but pehle stop pe utarna hai phir wahan se kilometers door ghar hai, kya aise me ham four Wheeler le k wahi tckr dekha k ja sakte hain?",neutral,anger,0.48501438
If can help this much then you could have done something for people as well Rahul babab as you are in better position and power. Aapne kya kiya ye v clarity dijiye logo ko?,anger,neutral,0.4847122
QMobile Waly awam ko sahi Chona laga rhy hen mein ne lt0 rs. Mein liya IPS LCD display bata k fwvga display de rhy hen Intahai baqwas set he bohat hang hota he,sad,anger,0.4841506
Today is my birthday or kya mast gift mila honey ka new song,happy,neutral,0.48201704
Idr humari arrange marriage ka mushkil lg rha hai aur waha Usman ko arrange marriage k baad b lover mil rhy.,happy,neutral,0.48137608
Sach aur aane Sach kaha sir or ek bat Sach ha sharifon pr corruption sabit koi nh krsakta ha ajtak.,neutral,anger,0.48100612
Corona top prize hai. Wahaan tak kitne pahunchte hain re baba,neutral,happy,0.48079318
"Bhaiya vo dance baar ka pta, hai italy wala, chalega?... Shayd chai bhi milti ho",neutral,anger,0.48075768
Pakistani sick YouTubear I mean view ka laya kuch b or zulm ke inthaha ka lak log dhak b chuka All thing we need to report these chanal. Please retweet and report this channel. Right now.,anger,neutral,0.48072407
"Khud ko justify na kerein,us criminal act ko b dekhein jo hua hai un models k sath,as you are serving in punjab",anger,neutral,0.48040542
Aray madam Pakistan me konsa case decision tak poncha hai..,neutral,anger,0.48008254
Tabhi toh refute Karne padte hai ki inka koi evidence nhi hai so please follow these things at your own risk and everyone who believes in reasoning would listen to authorities and not to some godmen !!,neutral,anger,0.4790268
: monisha beta call it male privilege. woh larka hai is so middle class,neutral,sad,0.47887564
