text,label,text_clean
Karachi ki smart phone market mein smart lockdown,neutral,Karachi ki smart phone market mein smart lockdown
irctc ki site work nhi kr rhi hai.aur IRCTC ka IRCTC ka kehna hai.kal se train chalegi.,neutral,irctc ki site work nhi kr rhi hai.aur IRCTC ka IRCTC ka kehna hai.kal se train chalegi.
Why you all are saying first koi award milnay wala hai Kya,neutral,Why you all are saying first koi award milnay wala hai Kya
Aus iske ilawa har sugar mill man gannah kam measure krteu Hain!,neutral,Aus iske ilawa har sugar mill man gannah kam measure krteu Hain!
well done sir jo aap kaam kr rhe ho wo kaafi nek kaam h jo kaam humari government ko krna chaiye tha wo aap kr rhe ho government toh Sirf hum jese logo se lena jaanti h dena toh aap jese se logo se sikhna chaiye shame on,happy,well done sir jo aap kaam kr rhe ho wo kaafi nek kaam h jo kaam humari government ko krna chaiye tha wo aap kr rhe ho government toh Sirf hum jese logo se lena jaanti h dena toh aap jese se logo se sikhna chaiye shame on
sonu sir mene apke pass bht tweet kiye hai help chahiye kardo,neutral,sonu sir mene apke pass bht tweet kiye hai help chahiye kardo
"if anyone want to sale this phone in Karachi,price , contact me ..should be to months warranty with full accessories..",neutral,"if anyone want to sale this phone in Karachi,price , contact me ..should be to months warranty with full accessories.."
Aapki sarkaar college fee pe bhi baat kyo nhi krti is lockdown me kaise fee paid kr de abhi kisi ki bhi situation thik nhi hai,neutral,Aapki sarkaar college fee pe bhi baat kyo nhi krti is lockdown me kaise fee paid kr de abhi kisi ki bhi situation thik nhi hai
Kech Main Smart Lock Down Or Mehngai ll VSH NEWS Report From Kech via,neutral,Kech Main Smart Lock Down Or Mehngai ll VSH NEWS Report From Kech via
Why not on Trending .The one who agrees like. Trending pe aana chahiye ye gana . Please like kro,neutral,Why not on Trending .The one who agrees like. Trending pe aana chahiye ye gana . Please like kro
"Toh kya Tu Bina paper ke aa Gaya,puch apni Ammi se nikahnama kya paper na hota,agar tere Ammi ke pass na hai,toh Jane de bhai.hum Jan gaye Tu kya hai.",anger,"Toh kya Tu Bina paper ke aa Gaya,puch apni Ammi se nikahnama kya paper na hota,agar tere Ammi ke pass na hai,toh Jane de bhai.hum Jan gaye Tu kya hai."
", #Ertugral drama k bary aap ka kya opinion ha? #AskAmirLiaquat",neutral,", Ertugral drama k bary aap ka kya opinion ha? AskAmirLiaquat"
Sid tv industry ka super star hai Jennifer Sid ke sath ekta ki web series kregi and tumhari sana bhi jassie gill ke sath song kr rhi hai toh Sid kyon na kre &amp; tum sana ko support kro or hum Sid ko krege support,neutral,Sid tv industry ka super star hai Jennifer Sid ke sath ekta ki web series kregi and tumhari sana bhi jassie gill ke sath song kr rhi hai toh Sid kyon na kre &amp; tum sana ko support kro or hum Sid ko krege support
Dekhen ma'am issue ye nh ha wo tu galt the hi But bat tu ye ha asy tu ap kesi ko bhi apny dolat k nashy ma kuch bhi kr du gy Or tamam actresses or model or sahafi girls almost yehi kam krti hn ye kis ko nh pata Agr yaha kou Gareeb k beti hoti tu?,anger,Dekhen ma'am issue ye nh ha wo tu galt the hi But bat tu ye ha asy tu ap kesi ko bhi apny dolat k nashy ma kuch bhi kr du gy Or tamam actresses or model or sahafi girls almost yehi kam krti hn ye kis ko nh pata Agr yaha kou Gareeb k beti hoti tu?
Phir bhi maan lena ab ki baar boot walon ki,neutral,Phir bhi maan lena ab ki baar boot walon ki
O tari pan di...nice yar mujy to heart atak hony laga tha.relly nice song,surprise,O tari pan di...nice yar mujy to heart atak hony laga tha.relly nice song
aap ka channel boht informative hai keep going,happy,aap ka channel boht informative hai keep going
It is real There are many cases in hospitals Ask those Who are affected Ask those Who have lost their loved ones Ehtiyat say kuch nahi jata...!!!,neutral,It is real There are many cases in hospitals Ask those Who are affected Ask those Who have lost their loved ones Ehtiyat say kuch nahi jata...!!!
"RJD ka paltu hai......isko Sirf critcies karna aata hai, positive work me bhi negative news bana lete hai.",anger,"RJD ka paltu hai......isko Sirf critcies karna aata hai, positive work me bhi negative news bana lete hai."
: Bhabi ka new song #Tamasha kya baat #HimanshiKhurana #AsiManshi Asimriaz,neutral,: Bhabi ka new song Tamasha kya baat HimanshiKhurana AsiManshi Asimriaz
k se k comment ho gye but view p aatke h,neutral,k se k comment ho gye but view p aatke h
Rap** cas** ka be aab e SiD sir k news k sath compare krty hy Matlab kuch bee,neutral,Rap** cas** ka be aab e SiD sir k news k sath compare krty hy Matlab kuch bee
Aaj kal Pakistan mai gaanay agriculture department banata hai singers nahi,neutral,Aaj kal Pakistan mai gaanay agriculture department banata hai singers nahi
Kyo tu nagin dance karne wali hai raat ko,anger,Kyo tu nagin dance karne wali hai raat ko
thanks but will you please tell your negative point. atlest ji too reply bhi kiya hai aaplog too reply bhi nahi karte hoo. maine bhi BJP ko vote diya hai aab bahut dukh hoo raha hai. stupid,sad,thanks but will you please tell your negative point. atlest ji too reply bhi kiya hai aaplog too reply bhi nahi karte hoo. maine bhi BJP ko vote diya hai aab bahut dukh hoo raha hai. stupid
Janab kuch contractors ko b bool dein k roads wagaira repair kar dein. Or haan wo economic team ko zaroor kahi aa ga k wo din kaam karein hum negative growth mein aa ga a hein. Sugar Medicine Wheat scam waloon ko b kahein k aik aadh din corruption kar lia karein. Thanks,anger,Janab kuch contractors ko b bool dein k roads wagaira repair kar dein. Or haan wo economic team ko zaroor kahi aa ga k wo din kaam karein hum negative growth mein aa ga a hein. Sugar Medicine Wheat scam waloon ko b kahein k aik aadh din corruption kar lia karein. Thanks
Arey politics nahi jahiliyat hai. Its easy to target dead. Bt it's hard to discuss with living wihout playing victim card,anger,Arey politics nahi jahiliyat hai. Its easy to target dead. Bt it's hard to discuss with living wihout playing victim card
: No song is really good it will be blockbuster #ShehnaazGiIl ka name juda hai or song to hit,happy,: No song is really good it will be blockbuster ShehnaazGiIl ka name juda hai or song to hit
"I am with you but this song is not become more famous in future , because the meaning of your sentence does not clear that what you want to say ? Please like downtown video . Agar apako Mera comments aacha laga to like kare",neutral,"I am with you but this song is not become more famous in future , because the meaning of your sentence does not clear that what you want to say ? Please like downtown video . Agar apako Mera comments aacha laga to like kare"
Ooh only teaser M now full movi to abhi baaki h,neutral,Ooh only teaser M now full movi to abhi baaki h
Assalam o Alaikum Sir th and th ko permote kia jay....plz because crona ki wajan sy jo gareeb students thy on loogon ny choty moty village main kam krty howay apni family ko shara diya... Jis sy wo es halat main study nhi kr pay.... Plz prmote...plz..,neutral,Assalam o Alaikum Sir th and th ko permote kia jay....plz because crona ki wajan sy jo gareeb students thy on loogon ny choty moty village main kam krty howay apni family ko shara diya... Jis sy wo es halat main study nhi kr pay.... Plz prmote...plz..
Me apna Qmobile noir ii sell krna chata hon agar koi Lahore sy lyna Wala hai contact kry.final,neutral,Me apna Qmobile noir ii sell krna chata hon agar koi Lahore sy lyna Wala hai contact kry.final
Bhai Ye Mobile Battery Time K Lehaaz Se Theek Hai Lkn Awaz K Lehaaz Se Bilkul Nai Ha Theek.Call Ki Awaz Back Wale Speaker se Atii Haa Chote Speaker Ki Awaz Kam Ha Bhot.Agar Ulta Kar K Bat Kro To Dosri Trf Nai Jati Ha Awaz Q K Mike Dosri Side Pe Ho Jata Ha.Maine Aj Ye Mobile Sale Kiaa Ha Din Pehle Le Kar,neutral,Bhai Ye Mobile Battery Time K Lehaaz Se Theek Hai Lkn Awaz K Lehaaz Se Bilkul Nai Ha Theek.Call Ki Awaz Back Wale Speaker se Atii Haa Chote Speaker Ki Awaz Kam Ha Bhot.Agar Ulta Kar K Bat Kro To Dosri Trf Nai Jati Ha Awaz Q K Mike Dosri Side Pe Ho Jata Ha.Maine Aj Ye Mobile Sale Kiaa Ha Din Pehle Le Kar
Then option kya hai adalat ke alawa ?,neutral,Then option kya hai adalat ke alawa ?
Mene S6 edge Plus lena ha agar koi Bhawalpur ki Range ma ho to call kara is num pr,neutral,Mene S6 edge Plus lena ha agar koi Bhawalpur ki Range ma ho to call kara is num pr
Ab apna Bhai sabki kahe k lega the king of rap is bapas,neutral,Ab apna Bhai sabki kahe k lega the king of rap is bapas
Han Na I Noticed Tum Apni Line Sy Bohat Hatt Chuky Ho Jiski Sy Fit Ni Beth Paa Rhy Kahin,neutral,Han Na I Noticed Tum Apni Line Sy Bohat Hatt Chuky Ho Jiski Sy Fit Ni Beth Paa Rhy Kahin
Finally sab ka baap aa raha hai...!!Agr honey Singh paida na hota toh music industry ka revolution hi na hota..!!King of rapping!!,neutral,Finally sab ka baap aa raha hai...!!Agr honey Singh paida na hota toh music industry ka revolution hi na hota..!!King of rapping!!
Koi Army ka bnda hoga jo manzre aam pr ni aya agr koi politician ya koi bloody civilian hota to ab tk toofan aa jana tha,anger,Koi Army ka bnda hoga jo manzre aam pr ni aya agr koi politician ya koi bloody civilian hota to ab tk toofan aa jana tha
iss Sicilian mafia don ko kisi nay fake phone call ke thee kay aa jaao tum PM ban jaao gey laikon yay jackal abb jaal mey phass gya hey abb iss kay naseeb mey lakhpat or adiala jail he hey,anger,iss Sicilian mafia don ko kisi nay fake phone call ke thee kay aa jaao tum PM ban jaao gey laikon yay jackal abb jaal mey phass gya hey abb iss kay naseeb mey lakhpat or adiala jail he hey
Lockdown waali sehri hai bhaijaan. Javed ab sehri ke time apne ghar mein hi nihari bana ke kha leta hain.,happy,Lockdown waali sehri hai bhaijaan. Javed ab sehri ke time apne ghar mein hi nihari bana ke kha leta hain.
Entertainment End,neutral,Entertainment End
Modi ji: hame is China ke Bij tikTok ko Ban karna hai Suggest me some good slogans Me:,neutral,Modi ji: hame is China ke Bij tikTok ko Ban karna hai Suggest me some good slogans Me:
I want to know about social sites..like YouTube and Facebook...k log in websites se pese kese kamate hn? Kis tarah shohrat ki waja se amir hote hn samajh nahi aata.kon deta Hy unko prize or kese or kab?,neutral,I want to know about social sites..like YouTube and Facebook...k log in websites se pese kese kamate hn? Kis tarah shohrat ki waja se amir hote hn samajh nahi aata.kon deta Hy unko prize or kese or kab?
"Kafe achi and sahe information titanic k dup jani k bare me but Being a MUSLIM , Allah pak ne titanic ko saza de hai kyun k titanic ko bnany wali ne yeh dawa kia tha k titanic ko khuda bhe nhi dupa sakta is lie titanic dupA Allah is great",neutral,"Kafe achi and sahe information titanic k dup jani k bare me but Being a MUSLIM , Allah pak ne titanic ko saza de hai kyun k titanic ko bnany wali ne yeh dawa kia tha k titanic ko khuda bhe nhi dupa sakta is lie titanic dupA Allah is great"
MP jayenge kya ticket booking karane,neutral,MP jayenge kya ticket booking karane
"Yaar Army se bol , script thoda change kar de.. Repetition hua ja raha h mahine se. Hota kuch ghanta nahi!",anger,"Yaar Army se bol , script thoda change kar de.. Repetition hua ja raha h mahine se. Hota kuch ghanta nahi!"
Thanks bro Is qaber kay bary m jana tha thank u bro apny free m bta dea kancher jheel p dacomentry dakhe the m ny So nice vedio,happy,Thanks bro Is qaber kay bary m jana tha thank u bro apny free m bta dea kancher jheel p dacomentry dakhe the m ny So nice vedio
Ye Gana sunkar to dil khush ho gaya best of luck and good luck ki Ki Lag Gaya Mera Gana like karke Jarur batao,happy,Ye Gana sunkar to dil khush ho gaya best of luck and good luck ki Ki Lag Gaya Mera Gana like karke Jarur batao
Pictrs real nh hain ..it means story b real nh h ...this all is fake ..itni lambi vedio banany ki kia zaroorat h ..bakwas log bs karo ..5 star hotel or log ...??bs b karo kitna jhute bolo gy,neutral,Pictrs real nh hain ..it means story b real nh h ...this all is fake ..itni lambi vedio banany ki kia zaroorat h ..bakwas log bs karo ..5 star hotel or log ...??bs b karo kitna jhute bolo gy
Guys fastest million views chaiye Aur likes Bhi,neutral,Guys fastest million views chaiye Aur likes Bhi
I like this vidio app bilcul sach boltay hay may nay app ka chanal bi subscribe kia hua hay app muslim hay kia? Aur app pakistan ki kabar zada dia karayyy,happy,I like this vidio app bilcul sach boltay hay may nay app ka chanal bi subscribe kia hua hay app muslim hay kia? Aur app pakistan ki kabar zada dia karayyy
: Ye to Jhel lega lekin FIR madamji ki ho gayi to unka kya hoga?,neutral,: Ye to Jhel lega lekin FIR madamji ki ho gayi to unka kya hoga?
Girls not fell in love sab dokha denge This song will prove many things,neutral,Girls not fell in love sab dokha denge This song will prove many things
"Sir jo private normal company,shop,mai working hai unke liye bhi kuch kariay",neutral,"Sir jo private normal company,shop,mai working hai unke liye bhi kuch kariay"
Lol apni amma k kamray mein frame krwa kr lagao. Fake theories bana kr apnay aap ko khush krnay walo.,neutral,Lol apni amma k kamray mein frame krwa kr lagao. Fake theories bana kr apnay aap ko khush krnay walo.
muje is soch se khoof ata hai.... how u can claim a love? #ColonelKiBiwi,neutral,muje is soch se khoof ata hai.... how u can claim a love? ColonelKiBiwi
Bhai hard Rap nikalo,neutral,Bhai hard Rap nikalo
Intezar khtmm . . Love you honey sir you best forever and ever,happy,Intezar khtmm . . Love you honey sir you best forever and ever
"Yeh song bhhhhht acha lga mjy... But ""Rabb"" ki jga agr ap ""Sb"" ka word use kr leyty tou ziada Thek tha. Bcz i think... Agr Pakistani Muslims Isy sunty hain tou wo bura feel krty hain... As I feel... Q k mera or hm sb ka Eman h k""Allah(Rb) kbi nh bdlta'... Hm insan ghflt main reh k bdl jaty hain.. But Allah never... I think... It's an Understood thing...",neutral,"Yeh song bhhhhht acha lga mjy... But ""Rabb"" ki jga agr ap ""Sb"" ka word use kr leyty tou ziada Thek tha. Bcz i think... Agr Pakistani Muslims Isy sunty hain tou wo bura feel krty hain... As I feel... Q k mera or hm sb ka Eman h k""Allah(Rb) kbi nh bdlta'... Hm insan ghflt main reh k bdl jaty hain.. But Allah never... I think... It's an Understood thing..."
Madarchod min me YOUTUBE hang ho gya,anger,Madarchod min me YOUTUBE hang ho gya
Hi video banane se bahut acchi acchi video hai acchi story a nice story new video download kar,happy,Hi video banane se bahut acchi acchi video hai acchi story a nice story new video download kar
Song kis kisko pasand aaya like karo,neutral,Song kis kisko pasand aaya like karo
Ye may ki news hai,neutral,Ye may ki news hai
Great information bro ye admi mere hometown Mubarakpur Azamgarh ka hai is bechare ke sath bahot nainsafi hu this thank you,neutral,Great information bro ye admi mere hometown Mubarakpur Azamgarh ka hai is bechare ke sath bahot nainsafi hu this thank you
Apko kaun hath laga sakta hai makhdoom of south punjab hain aap janaab,neutral,Apko kaun hath laga sakta hai makhdoom of south punjab hain aap janaab
zbrdast video banate ho ap sir..keep it up,happy,zbrdast video banate ho ap sir..keep it up
Sarkari hajj ka tu nahi pocha tha na....?,neutral,Sarkari hajj ka tu nahi pocha tha na....?
Jaande no need of copyright charges. Free mein use karlena. Bahot barkat dene wala naam hai,neutral,Jaande no need of copyright charges. Free mein use karlena. Bahot barkat dene wala naam hai
"bengal me toofan aaya hai log mar gaye , ye dikha dalle ,malik ke haddi pe palne wala kutta",anger,"bengal me toofan aaya hai log mar gaye , ye dikha dalle ,malik ke haddi pe palne wala kutta"
"#Pakistan and its Minister be like, ""'Hypocrisy' sabko aati nahi aur hamari jaati nahi""! India se free ho jao then pay some heed to the already less population of your minorities which is lowering day by day due to your #Islamic extremist!",anger,"Pakistan and its Minister be like, ""'Hypocrisy' sabko aati nahi aur hamari jaati nahi""! India se free ho jao then pay some heed to the already less population of your minorities which is lowering day by day due to your Islamic extremist!"
Dekhty phn to acha hai no doubt,neutral,Dekhty phn to acha hai no doubt
Aoa brothers mery pas Samsung grand max hai /10 bilkul okay hai.....koi falt nhen sale krna chahta hon.......agr koi khredna chahy to rabta kr lay.shukria\r\nPrice:10\r\nMobile no:08,neutral,Aoa brothers mery pas Samsung grand max hai /10 bilkul okay hai.....koi falt nhen sale krna chahta hon.......agr koi khredna chahy to rabta kr lay.shukria\r\nPrice:10\r\nMobile no:08
Nice song yr dil ko chhu gya yr ye song,happy,Nice song yr dil ko chhu gya yr ye song
"Yr gaane to eese hone chahiye please is video ko billion me pahucho kyonki goro ne to bohot unke gane billion me pahucha diya PR ek bhi Indian song billion me nhi hai eesa kyu kyonki hum Indians Hi hamara sath nhi dete Be Indian Don't Be Hindu,Muslim,Sikh or Issai",neutral,"Yr gaane to eese hone chahiye please is video ko billion me pahucho kyonki goro ne to bohot unke gane billion me pahucha diya PR ek bhi Indian song billion me nhi hai eesa kyu kyonki hum Indians Hi hamara sath nhi dete Be Indian Don't Be Hindu,Muslim,Sikh or Issai"
sir apne bhut acha kam kiya sir thanku so much un logo ki taraf se sir Jim logo k liye apne khane ka or jane ka intzam kiya sir off sir u r great,happy,sir apne bhut acha kam kiya sir thanku so much un logo ki taraf se sir Jim logo k liye apne khane ka or jane ka intzam kiya sir off sir u r great
kyaa batt ha bhaii logg atomm kraa di appna tohh iss brr toh billons mai views chaiyaa hmae nii ptaa .. konn konn agreee meri batt sa like this comment,neutral,kyaa batt ha bhaii logg atomm kraa di appna tohh iss brr toh billons mai views chaiyaa hmae nii ptaa .. konn konn agreee meri batt sa like this comment
Mujhe to apne follow back nai Kiya hai ab Tak,neutral,Mujhe to apne follow back nai Kiya hai ab Tak
Views nhi bdh rhe h sirf likes hi bdh rhe,neutral,Views nhi bdh rhe h sirf likes hi bdh rhe
I am happy ke mujhe fb me koi interest nhi hi kya jo fb par nhi hote wo boring or cool nhi hote,happy,I am happy ke mujhe fb me koi interest nhi hi kya jo fb par nhi hote wo boring or cool nhi hote
bhut khoob keep it up man nice video bnai,happy,bhut khoob keep it up man nice video bnai
Bhai ya boht poRani news hai .. Es sa ik show ma pocha gaya tha us main es ny saf saf inkar kia politics,neutral,Bhai ya boht poRani news hai .. Es sa ik show ma pocha gaya tha us main es ny saf saf inkar kia politics
"Sir kuch ragini h aapke pass jinko aap baar baar badal badal k laga dete ho, please kuch naya aur badiya collection laye. Thanks",neutral,"Sir kuch ragini h aapke pass jinko aap baar baar badal badal k laga dete ho, please kuch naya aur badiya collection laye. Thanks"
Bukwass honey sing gana . . Ghanta song,anger,Bukwass honey sing gana . . Ghanta song
Make my video dunia ki unchi tareen buildings menay apko kitni bar bataia hai ab please banalene,neutral,Make my video dunia ki unchi tareen buildings menay apko kitni bar bataia hai ab please banalene
Bhai log number trending p q nahi aa rahi hai I am waiting youtuber Badshah only one Guru Randhawa,neutral,Bhai log number trending p q nahi aa rahi hai I am waiting youtuber Badshah only one Guru Randhawa
Love u bro great video apki har video mazy k liya ya bar dekta rehta hon,happy,Love u bro great video apki har video mazy k liya ya bar dekta rehta hon
Sir bahut to unregistered construction workers hai unko bhi Kuch milega sir,neutral,Sir bahut to unregistered construction workers hai unko bhi Kuch milega sir
Today is my birthday plz ek subscribe kro,neutral,Today is my birthday plz ek subscribe kro
Yaar jis song ke trailer Ka million views aata hai Uske song Ka kitna aayega,neutral,Yaar jis song ke trailer Ka million views aata hai Uske song Ka kitna aayega
Sagun mehta icecream scen so veri nice miss u my partener,sad,Sagun mehta icecream scen so veri nice miss u my partener
He drama kyon kiya aur social media par dala ja raha hae? Kya bakwas hae ye sab?,anger,He drama kyon kiya aur social media par dala ja raha hae? Kya bakwas hae ye sab?
Guys Qmobile pata nahi kasy logo ko ulu bana raha ha. Is mobile ma Dual cam laga howa ha but uska koi use nahi. Please check before purchase. is kisi aik cam k agy hath rakhy andcapture kery pic.Background blur kerna aik internally software ka kam ha. Please beware from Qmobile fraud.,anger,Guys Qmobile pata nahi kasy logo ko ulu bana raha ha. Is mobile ma Dual cam laga howa ha but uska koi use nahi. Please check before purchase. is kisi aik cam k agy hath rakhy andcapture kery pic.Background blur kerna aik internally software ka kam ha. Please beware from Qmobile fraud.
Daikhte ha CM punjab aur bolte ha ya nahe mujhe afsos sae kehna prh raha ha k gila media walo pr kyin aya IK media walo k shor pr action lae gain ajeeb baat ha yaar,anger,Daikhte ha CM punjab aur bolte ha ya nahe mujhe afsos sae kehna prh raha ha k gila media walo pr kyin aya IK media walo k shor pr action lae gain ajeeb baat ha yaar
Bhai apki information hamesha sahi hoti hai Wish u a goodluck for your more videoz Please video Banate rehna,happy,Bhai apki information hamesha sahi hoti hai Wish u a goodluck for your more videoz Please video Banate rehna
Mr shafiq akhter kisi kay fake news upload karnay say app os ko bina tahkik kiy dubara upload nai kar saktay app city news channel ki aj ki :06 ki headline dakhyn or agar yakin ho jay kay yai fake hai tu plz is post ko delete kr dyn plzzzzzzz,neutral,Mr shafiq akhter kisi kay fake news upload karnay say app os ko bina tahkik kiy dubara upload nai kar saktay app city news channel ki aj ki :06 ki headline dakhyn or agar yakin ho jay kay yai fake hai tu plz is post ko delete kr dyn plzzzzzzz
"#SSC_RESULTS_WITHOUT_IMAGINARY_UFM Kya k baad se logo k house no, colony no, hona bnd hogye hai?...agr asa nhi h toh imaginary house no. likhne pe UFM kese dedia gya...kya kaafi h apna address btane k lye?",neutral,"SSC_RESULTS_WITHOUT_IMAGINARY_UFM Kya k baad se logo k house no, colony no, hona bnd hogye hai?...agr asa nhi h toh imaginary house no. likhne pe UFM kese dedia gya...kya kaafi h apna address btane k lye?"
name hi kaafi hai hit like for yo yo,neutral,name hi kaafi hai hit like for yo yo
aap ne bahut achcha kam kiya h nighat abbas ji,happy,aap ne bahut achcha kam kiya h nighat abbas ji
Idnont no haris sohail ko q laiti hai pak team,anger,Idnont no haris sohail ko q laiti hai pak team
Raftaar and badshah your father is come back now Bhajlo saleyo,anger,Raftaar and badshah your father is come back now Bhajlo saleyo
Kis kis ko lagta h ye song billion cross krana chaiye,neutral,Kis kis ko lagta h ye song billion cross krana chaiye
Aap logo ka tou Din bhe poore hu gye the kuch dkha nahin ! even aap ne apne Village mai road block kia hai Village walo ko rasta tkk nai dy rhy.... Yaad rhyn Mai ka supporter hun!,neutral,Aap logo ka tou Din bhe poore hu gye the kuch dkha nahin ! even aap ne apne Village mai road block kia hai Village walo ko rasta tkk nai dy rhy.... Yaad rhyn Mai ka supporter hun!
Maine recording suni magar wo demons the. But those voices and pics are too horrible and horror,fear,Maine recording suni magar wo demons the. But those voices and pics are too horrible and horror
Aese kese yar wallah bht br try kiya hai,neutral,Aese kese yar wallah bht br try kiya hai
Tumhara qarza billion dollar hai hum se kahin zyada! Tum ne hum logon se bhi zyada bheek mangi hai,anger,Tumhara qarza billion dollar hai hum se kahin zyada! Tum ne hum logon se bhi zyada bheek mangi hai
Honey is back ab aaayega mzaa........,happy,Honey is back ab aaayega mzaa........
: Shivaay FF .cr(* negative WOM+clash with blockbuster musical movie+ tere baap ka baap gayjo politics) Gold FF .cr(,neutral,: Shivaay FF .cr(* negative WOM+clash with blockbuster musical movie+ tere baap ka baap gayjo politics) Gold FF .cr(
I want to sale my honor c. Final price good condition. Contact,neutral,I want to sale my honor c. Final price good condition. Contact
Waise toh aap keh rahe hai hamare paas paise nahe hai next month ke pay dene ke liye than why you distributing money like this,anger,Waise toh aap keh rahe hai hamare paas paise nahe hai next month ke pay dene ke liye than why you distributing money like this
Oh bhai views kyon freeze ho gaye,neutral,Oh bhai views kyon freeze ho gaye
Najam seethi thanks to ALLAH khod resign dey diya i really request to pcb asif ko lay ao please,neutral,Najam seethi thanks to ALLAH khod resign dey diya i really request to pcb asif ko lay ao please
Aesay private students k promotion keliye masla ban raha hai so Friday ko policy announce hogi,neutral,Aesay private students k promotion keliye masla ban raha hai so Friday ko policy announce hogi
can't stop bar sun chuka hu waooo just waooooo,surprise,can't stop bar sun chuka hu waooo just waooooo
Insan kahi se bhi taluk rakhe hota rehem dil hai jis misal indian logo ne di i m proud of my nieghbor country india,neutral,Insan kahi se bhi taluk rakhe hota rehem dil hai jis misal indian logo ne di i m proud of my nieghbor country india
"Yeh log apni he duniya mein mast nazar attay hai. They has lowest crime rate and poverty at their place with % literacy rate.""Terrorism"" the word is totally unknown to them. Yeh mulk India or Pakistan say zayada developed nazar ata hai. Olympics mein bhi yeh log acha perform kar laitay hai hum say...56 medals hai inkay pass..aur nuclear power bhi hai..Inkay mulk mein itni sari pabandiyan isliye hai because ye kessi say influence nahi hona chatay. Yeh log jiss haal mein bhi hai khush tuo hai kam say kam. It's south korea actually who has one of the highest suicide rate in world since from many decades. Hyundai, sumsung are actually south korean companies, itni masahoor and bari companies honay kay bawajood bhi south korean currency ki qadar Pakistani rupay say kafi kam hai. Har tarraf news mein dekho tuo ""North korea"" ka he naam mojood hai. Darsaal americans ki insay jalti hai...world media is control by americans.",neutral,"Yeh log apni he duniya mein mast nazar attay hai. They has lowest crime rate and poverty at their place with % literacy rate.""Terrorism"" the word is totally unknown to them. Yeh mulk India or Pakistan say zayada developed nazar ata hai. Olympics mein bhi yeh log acha perform kar laitay hai hum say...56 medals hai inkay pass..aur nuclear power bhi hai..Inkay mulk mein itni sari pabandiyan isliye hai because ye kessi say influence nahi hona chatay. Yeh log jiss haal mein bhi hai khush tuo hai kam say kam. It's south korea actually who has one of the highest suicide rate in world since from many decades. Hyundai, sumsung are actually south korean companies, itni masahoor and bari companies honay kay bawajood bhi south korean currency ki qadar Pakistani rupay say kafi kam hai. Har tarraf news mein dekho tuo ""North korea"" ka he naam mojood hai. Darsaal americans ki insay jalti hai...world media is control by americans."
Aur jinka hona hai na transfer unka iss lockdown me bhi hoga exigencies dikha k ..So let the request transfer be a reality,neutral,Aur jinka hona hai na transfer unka iss lockdown me bhi hoga exigencies dikha k ..So let the request transfer be a reality
I always love your video make videos on very important topic mera ap ko salam,happy,I always love your video make videos on very important topic mera ap ko salam
"Very very very very very very very very heart touching song, eisiliye aaj tak mey pyar nehi kiya",neutral,"Very very very very very very very very heart touching song, eisiliye aaj tak mey pyar nehi kiya"
Aap ko barkha dat ki bat per yaqeen hy . Gen hameed gull or Gen shahid aziz ko bhi sun lain.Bahadur gen ki patloon geli thi PM ki minnaty kar raha tha jang bandi k lye... Ye politician hi hota hy jo khud gali khata hy lekin apny foji ko zalel nahi hony deta.,anger,Aap ko barkha dat ki bat per yaqeen hy . Gen hameed gull or Gen shahid aziz ko bhi sun lain.Bahadur gen ki patloon geli thi PM ki minnaty kar raha tha jang bandi k lye... Ye politician hi hota hy jo khud gali khata hy lekin apny foji ko zalel nahi hony deta.
very strange bht bht horror great video bro bht khob keep it up,happy,very strange bht bht horror great video bro bht khob keep it up
please refund my amount froud Myntra kyu apne customer ko refund pay nhi kr rhe Dec ki payment hai kitne din ho gye froud Myntra shrm kro kuch aise krte ho tum kbhi socha nhi tha shrm ani chahiye Myntra apko,anger,please refund my amount froud Myntra kyu apne customer ko refund pay nhi kr rhe Dec ki payment hai kitne din ho gye froud Myntra shrm kro kuch aise krte ho tum kbhi socha nhi tha shrm ani chahiye Myntra apko
Please sorry kindly forgiveness me. I am very sorry I feel embarrassment. Allah apko hush rakhe. Actually mein kuch paresham tha isliye kuch Galt bol geya.,sad,Please sorry kindly forgiveness me. I am very sorry I feel embarrassment. Allah apko hush rakhe. Actually mein kuch paresham tha isliye kuch Galt bol geya.
kamal kar diya dhamaal kar diya dhoti phad ke rumal kar diya hit like and comment,happy,kamal kar diya dhamaal kar diya dhoti phad ke rumal kar diya hit like and comment
: Memes py hans k retweet kia kro ta k dusry bhi hansen,happy,: Memes py hans k retweet kia kro ta k dusry bhi hansen
Welcome yo yo bhai suprb ate hi aag laga di.,happy,Welcome yo yo bhai suprb ate hi aag laga di.
Bhai pehla waqya mein pilot ka ba hna possible bhi hai or nhi bhi magar wo bach gya ho gha because the is made in china si pilot just had to hit the roof and jump from it,neutral,Bhai pehla waqya mein pilot ka ba hna possible bhi hai or nhi bhi magar wo bach gya ho gha because the is made in china si pilot just had to hit the roof and jump from it
U r right...lockdown main maine tumhare jaise antonio maino k paaltu ki G**D...F****E ka shouk paal rakha hai...apko isme maza bhi araha hai...kyo pidi...,anger,U r right...lockdown main maine tumhare jaise antonio maino k paaltu ki G**D...F****E ka shouk paal rakha hai...apko isme maza bhi araha hai...kyo pidi...
Allah Hu Akbar Astagfirullah am speechless,surprise,Allah Hu Akbar Astagfirullah am speechless
